source,campaign,plan,leave_reason,cnt,avg_days_to_churn,avg_months_since_signup
unknown,unknown,oneMonth,と,1,11.0,40.0
unknown,unknown,twoMonths,こすぱ,1,528.0,46.0
unknown,unknown,twoMonths,海外に転勤になった為,1,158.0,39.0
unknown,unknown,oneMonth,パンの原材料が食品添加物だらけだった為,1,14.0,38.0
unknown,unknown,twoMonths,好みのパンをパン屋さんで購入して冷凍すれば良いと気付いたため。,1,140.0,37.0
unknown,unknown,oneMonth,"毎回、自分の苦手なパンがいくつかある。
少し飽きてきた感じだから",1,413.0,37.0
unknown,unknown,twoWeeks,海外へ転勤に伴い解約します,1,19.0,48.0
unknown,unknown,twoMonths,"緊急事態宣言も終わり外出しやすくなりましたので退会いたします。
短い間でしたが、どのパンも美味しくいただきました。
ありがとうございました。",1,111.0,56.0
unknown,unknown,oneMonth,"申し訳ないのですがあまり美味しく頂けなかったので
取り寄せてまで頂くほどではないかなと思い脱会させて頂きます。
パンは日ごろから冷凍しておいて食べますが、送って頂いたパンは食パン以外は美味しく頂けなく少し残念に思いました。
",1,50.0,33.0
unknown,unknown,oneMonth,子どもの好みに合わないようです。,1,107.0,49.0
unknown,unknown,twoMonths,パンの種類で好みが分かれるから,1,25.0,42.0
unknown,unknown,twoMonths,クーポン併用希望のため,1,2.0,26.0
unknown,unknown,oneMonth,"味は満足できるものが多かったですが、

・送料込単価が高い(@400円〜@500円)
・パンの種類が選べない(苦手なパンが入ってきてしまう)
・食べる時に毎回作り方を見なければならない(紙なり、製造ラベルに記載がないのと、どのパンがどの種類に該当するのかもわからない)",1,55.0,73.0
unknown,unknown,oneMonth,期待していたのですが、値段のわりには、普通に近所で売っているようなパンでした。わざわざ取り寄せするほどでもなかったため。,1,16.0,65.0
unknown,unknown,twoMonths,小麦のアレルギーが出てしまったためです。残念ですが、退会します。,1,106.0,58.0
unknown,unknown,twoMonths,送料がかかるので仕方ないことだと思うのですが、割高に感じたので。,1,35.0,43.0
unknown,unknown,oneMonth,"値段が高額の割に、ベーグルしか届かなくて残念でした。
短い期間ですが、ありがとうございました。",1,19.0,52.0
unknown,unknown,oneMonth,好みのパンばかりではないところがなんとも…,1,15.0,41.0
unknown,unknown,twoMonths,あまり変わってない通常有るようなパンばかりだから,1,79.0,35.0
unknown,unknown,oneMonth,同様の他のサービスに移るため,1,200.0,33.0
unknown,unknown,twoMonths,"1月分が届いてから退会します。
コレステロール値が上昇し少しパンの摂取を控えようと思います。
今まで届いたパンは美味しかったです。どうしても続けて食べてしまうので退会にしました。
今までお世話になりました。ありがとうございました🙇",1,218.0,33.0
unknown,unknown,twoMonths,いつも冷凍室がいっぱいなので,1,20.0,32.0
unknown,unknown,oneMonth,"届いたパンは美味しいとおもいましたが、好みでないパンもあって、自分で選べないので残念です。
",1,16.0,59.0
unknown,unknown,oneMonth,家族の都合で。,1,1.0,38.0
unknown,unknown,oneMonth,"いろいろありますが一番は主人が亡くなって一人になったことかな？。生活費が厳しくなりました。
田舎で近くにおいしいパン屋さんがなく、パン好きにはとても楽しみな時間でした。こんなパン屋さんが近くにあったらと、いつも思いながら食べてました。毎月の３９９０円は今の暮らしから考えると私には贅沢と考え、退会をしたいと思います。",1,766.0,51.0
unknown,unknown,oneMonth,登録間違えました,1,0.0,41.0
unknown,unknown,twoMonths,値段に見合わなかった。,1,13.0,39.0
unknown,unknown,twoMonths,ポイントが併用できない為,1,29.0,26.0
unknown,unknown,oneMonth,もう少し考えたいから,1,1.0,33.0
unknown,unknown,oneMonth,好きな種類のパンが少ないため,1,51.0,45.0
unknown,unknown,twoMonths,"しばらく、家を空けるので、
継続できない",1,207.0,62.0
unknown,unknown,oneMonth,いっぱい送って頂き嬉しいのですが、冷凍庫いっぱいになってしまうので一度退会させて貰おうと思います。,1,14.0,36.0
unknown,unknown,oneMonth,冷凍パンはたべるまでがたいへん,1,77.0,30.0
unknown,unknown,oneMonth,"届くパンが、子どもたちの好みではない。
お金のムダ。",1,169.0,46.0
unknown,unknown,oneMonth,他のパンの宅配をはじめたので,1,280.0,49.0
unknown,unknown,twoMonths,ずっとパン屋を探してる状態で、パンが届かないので。,1,30.0,26.0
unknown,unknown,twoMonths,"食パンやプレーンのバゲットが多く、あまりパン屋さんのこだわりが見えないです。
このクオリティなら、値段が高いです。
",1,210.0,50.0
unknown,unknown,oneMonth,クーポン利用期間を過ぎたため。3回目が届いたので退会します。,1,71.0,27.0
unknown,unknown,oneMonth,病気になった為,1,54.0,36.0
unknown,unknown,twoMonths,"小麦アレルギーになってしまい、食べられなくなってしまいました。
残念ですが退会したいと思います。",1,846.0,52.0
unknown,unknown,oneMonth,"十分楽しませていただきました。
",1,223.0,33.0
unknown,unknown,oneMonth,コードが入らなかった,1,0.0,42.0
unknown,unknown,twoMonths,パン屋さんを選べない為,1,322.0,30.0
unknown,unknown,oneMonth,デニッシュブレッドがないので,1,180.0,46.0
unknown,unknown,twoMonths,思っていた物と違っていたため。,1,28.0,49.0
unknown,unknown,oneMonth,"毎月楽しみにしていたのですが、事情があり退会をお願いします｡
m(_ _)m",1,171.0,32.0
unknown,unknown,twoMonths,ポイントサイトよりクーポン併用で登録したため。,1,2.0,26.0
unknown,unknown,oneMonth,甘いパンが苦手で、冷凍庫にドンドン余らせているので、もう退会します。,1,249.0,39.0
unknown,unknown,oneMonth,子供達が食べられない材料が入っていて、それを選ばないこと,1,323.0,33.0
unknown,unknown,twoMonths,近くにパン屋さんがオープンしました。,1,480.0,36.0
unknown,unknown,twoMonths,経済的に続けられなくなった,1,216.0,46.0
unknown,unknown,twoMonths,ややこしかったので,1,31.0,26.0
unknown,unknown,twoMonths,近くに美味しいパン屋さんがあるから,1,11.0,41.0
unknown,unknown,oneMonth,"とても美味しいですが、少し焦がしてしまったり、油っぽく？なったり本来の美味しさのままいただくことが出来ていないと思いました。(美味しい食べ方参照も)

後、せっかくパン屋さんのこだわりのパンたちを届けて頂いているのですから、箱を開けた瞬間に、お店の雰囲気、こだわりのパンのline up・・(QRコードではなく)が、まずワクワクして箱を開ける利用者の目に飛び込んで来れば良いと思います。

もう一回試してみたかったのですが、正直なところ、せっかくのパンのこだわり(価値)よりも割高感の方が上回ってしまったというところが一回で解約となった理由かなと思います。",1,21.0,40.0
unknown,unknown,oneMonth,"地元のパン屋で好きなパンを買う方がよいと思った。
色んなパン屋のパンが食べれるのは魅力だが、全て好きなパンではないこともあり、結局コストがかかる",1,434.0,49.0
unknown,unknown,twoMonths,"お誕生日クーポンで初回無料だったので、
一回だけ利用したかった。",1,18.0,41.0
unknown,unknown,twoMonths,ポイントサイトとクーポン併用に関してずさんな管理であり、その後の対応も納得いくものではなかったため。長期的な目線で考え、今回は特別にポイントサイトとクーポンの併用を認めていればリピートのお客様も増えて結果全てプラスになったと思います。残念です。,1,32.0,26.0
unknown,unknown,twoMonths,こどもがあんまり食べなかった,1,47.0,46.0
unknown,unknown,oneMonth,糖質制限を始めたため,1,47.0,72.0
unknown,unknown,oneMonth,どれもおいしかったのですが、思ったほどの驚きがなかったため。,1,74.0,70.0
unknown,unknown,twoMonths,美味しかったですが、種類がお任せなので好みに差がありましたので、退会させて頂きます。,1,15.0,41.0
unknown,unknown,oneMonth,"こんにちは
美味しいパンを届けて下さりありがとうございました😊
価格の件で見合わせて頂きます
又パンがこいしくなりましたら
再度お邪魔しますね🙇‍♀️",1,103.0,46.0
unknown,unknown,oneMonth,少し高い。やっぱり自分で買ってみたいパン屋さんから買いたいと思った。,1,54.0,71.0
unknown,unknown,twoMonths,家族構成の変更により食べる人がいなくなるから。,1,260.0,46.0
unknown,unknown,oneMonth,"ちょっと試してみたかったので
十分楽しめたのと　高いかなと思ったので。",1,49.0,49.0
unknown,unknown,oneMonth,"メールの返信が何をしても届かない。
",1,1.0,58.0
unknown,unknown,oneMonth,あまり利点を感じなかった,1,1016.0,58.0
unknown,unknown,twoWeeks,単身赴任終了する為。,1,273.0,59.0
unknown,unknown,oneMonth,"高価かな。
もう少し安価でも良いと思います。",1,32.0,41.0
unknown,unknown,oneMonth,重複登録をしたため。,1,25.0,62.0
unknown,unknown,twoMonths,引越しにより気軽にパンが買えるようになったのと実際に見てパンを選ぶほうが楽しかったから,1,266.0,40.0
unknown,unknown,twoMonths,パンの量に比べて価格が高くて継続が難しい,1,33.0,36.0
unknown,unknown,twoMonths,"好みでないパンの種類が増えてきたので
暫く、休みたくなり
一度退会お願いします
また機会があればよろしくお願いします。",1,673.0,47.0
unknown,unknown,twoMonths,"他のパンにも興味を持ち色々比較した結果、
送料無料のところもあるため、残念ですが退会します。",1,102.0,49.0
unknown,unknown,oneMonth,パンはとても美味しいが料金が少し高い,1,35.0,71.0
unknown,unknown,oneMonth,好みもありますが、美味しいと思えなかったから。,1,16.0,32.0
unknown,unknown,oneMonth,"美味しいパンでしたが、
思っていたパンと違うかったので。",1,34.0,39.0
unknown,unknown,oneMonth,金銭面的に余裕がない為,1,15.0,41.0
unknown,unknown,oneMonth,1回無料だけ試したかったから。,1,11.0,40.0
unknown,unknown,oneMonth,商品の内容のわりに月額が高い,1,16.0,40.0
unknown,unknown,twoMonths,クーポンとポイントサイトの併用が出来ないため,1,3.0,26.0
unknown,unknown,twoWeeks,"お試しを試しただけ。
冷凍で届いたが、パンが結構汗をかいていた。",1,15.0,42.0
unknown,unknown,twoMonths,自分には合っていないため,1,58.0,33.0
unknown,unknown,twoWeeks,経済的理由,1,180.0,45.0
unknown,unknown,twoMonths,クーポン使えなかったためすみません。,1,30.0,26.0
unknown,unknown,oneMonth,あまり食べなかったため,1,31.0,46.0
unknown,unknown,oneMonth,"一度取らせて頂きましたが、パンのクオリティに対しての価格が、あっていませんでした。
パンスクさんの行ってらっしゃる事は、
とても良い行動だと思います。

しかし、当方が大阪市に住んでいまして、
パンのクオリティの高い店が多い中
価格とはあいませんでした。

地方の方達が買われる事にはとても、
助かると思います。

パン好きな人間としては、パンスクさんの
行動は応援する気持ちはございます。

今後も更なる発展願います",1,30.0,42.0
unknown,unknown,oneMonth,"２回とも美味しいパンを届けていただき、ありがとうございました。
しかし、やはり費用が掛かりすぎます。定年後の楽しみとしては高すぎます。
申し訳ありません。退会させてください。",1,47.0,38.0
unknown,unknown,oneMonth,パンを食べる機会が 減ったから,1,166.0,47.0
unknown,unknown,oneMonth,残念ですが退会させてください,1,2.0,26.0
unknown,unknown,twoMonths,頼まない,1,453.0,40.0
unknown,unknown,oneMonth,家庭の事情です。,1,23.0,70.0
unknown,unknown,oneMonth,"パンスク御中

一度利用させて頂きました。パンはとても丁寧な梱包、ご案内でパンも美味しくいただきました。
テレビでの放送見ての注文で大変興味も有り注文させて頂いたのですが、日頃は自分で買い物も可能で有り、東京に住んでいる事からパン屋さんにも恵まれており現状でも満足かと思われました。　それにて結果としまして一度の利用にての退会希望です。
パンは美味しく頂きましたので有難う御座いました。
お手数お掛けしますが、宜しくお願い致します。　稲葉依子",1,16.0,33.0
unknown,unknown,oneMonth,あまり美味しい店が無いので,1,94.0,56.0
unknown,unknown,twoMonths,クーポンは、ポイントサイトとの併用ができない利用条件,1,2.0,26.0
unknown,unknown,oneMonth,金額に見合わないため,1,76.0,34.0
unknown,unknown,twoMonths,なかなかパンが来なそうなので,1,15.0,26.0
unknown,unknown,oneMonth,"充分に楽しませていただきました。
ありがとうございました。",1,144.0,32.0
unknown,unknown,twoMonths,パン食じゃなくなったため,1,289.0,46.0
unknown,unknown,twoMonths,子どもが食べれるパンがあまりなかったので。,1,17.0,36.0
unknown,unknown,twoMonths,"美味しくない。
普通にパン屋さんに行った方がお得、
損した",1,11.0,26.0
unknown,unknown,oneMonth,毎回の新鮮味と金額のバランスが体感で合わなくなってきたので。美味しいパンをありがとうございました。,1,745.0,58.0
unknown,unknown,oneMonth,お店が違っても届くパンが似たような物が多い,1,107.0,36.0
unknown,unknown,oneMonth,消費するのが大変なので退会します,1,697.0,44.0
unknown,unknown,oneMonth,好みのパンを選びたいため,1,15.0,33.0
unknown,unknown,twoMonths,クーポン使えなくなったため,1,2.0,26.0
unknown,unknown,twoMonths,対応の不信感のため,1,38.0,26.0
unknown,unknown,oneMonth,自分でもパンを作る様になったので,1,186.0,49.0
unknown,unknown,oneMonth,経済的にキツくなりました。,1,89.0,38.0
unknown,unknown,oneMonth,"退会した人達がいるのであれば
同じ理由だと思います、、、
",1,65.0,59.0
unknown,unknown,twoMonths,小麦がダメなのですが、パンの種類を選ぶ事ができなかった為、それが理由です。,1,15.0,37.0
unknown,unknown,oneMonth,思ったより量が少なく、我が家には割高だったため。,1,18.0,36.0
unknown,unknown,twoMonths,"金銭的な理由です。
とてもおいしかったです。
ありがとうございました。",1,172.0,58.0
unknown,unknown,twoMonths,金額が高すぎて続けられないと思いました。,1,60.0,26.0
unknown,unknown,twoMonths,"このパン美味しいと感じるのがあまりなく、
だいたい同じようなパンなので
もういいかな…と。",1,524.0,56.0
unknown,unknown,oneMonth,量が少ない為,1,14.0,68.0
unknown,unknown,oneMonth,味に合ったパン屋さんが今まで1店しかありませんでしたので残念ながら退会させていただきます。,1,180.0,33.0
unknown,unknown,twoMonths,無料クーポンが使えなかった為,1,0.0,40.0
unknown,unknown,twoMonths,"好きな種類のパンでなかつので

",1,198.0,46.0
unknown,unknown,twoMonths,クーポンが不可とのことですのでキャンセルさせていただきます。,1,5.0,26.0
unknown,unknown,twoMonths,ポイントサイトとクーポンが併用不可となったため。,1,2.0,26.0
unknown,unknown,oneMonth,くるタイミングに合わせて冷凍庫スペースを確保するのがめんどくさい,1,107.0,46.0
unknown,unknown,twoMonths,思ったよりも少なく、継続は難しいと思った。,1,12.0,38.0
unknown,unknown,oneMonth,"物価高騰もあり
家計節約です",1,264.0,49.0
unknown,unknown,oneMonth,ふだん自分で手に取らないパンに出会えるのはよかったけど、もうそれもいいかなぁと思ったから,1,258.0,62.0
unknown,unknown,oneMonth,冷凍品を解凍して食べても期待していたほど美味しくない。,1,78.0,33.0
unknown,unknown,oneMonth,毎回、冷凍庫にスペースを作るのが大変。,1,45.0,59.0
unknown,unknown,twoMonths,"後出しでクーポン利用不可とのメールが来たためです。
ポイントサイト側でもクーポン利用可能とのことでしたので、後から変更されて残念です。
なお、クレジットカードの情報の削除もお願いいたします。",1,2.0,26.0
unknown,unknown,oneMonth,美味しかったが、一回のパンの量が多かった,1,58.0,33.0
unknown,unknown,oneMonth,金銭的な事情により..,1,10.0,40.0
unknown,unknown,oneMonth,しばらくパンを食べないようになったため,1,632.0,59.0
unknown,unknown,twoMonths,よくわからないから,1,26.0,26.0
unknown,unknown,twoMonths,ベースブレットに変更するため,1,559.0,43.0
unknown,unknown,twoMonths,経済的な事,1,156.0,49.0
unknown,unknown,twoMonths,"お値段高いです。
近くで美味しいパンが安くて買える。",1,220.0,30.0
unknown,unknown,twoWeeks,必要なくなったため,1,5.0,21.0
unknown,unknown,twoMonths,同じ地区の、パンばかり、送ってくるので。,1,353.0,53.0
unknown,unknown,oneMonth,毎回おいしく頂いておりましたが、他のサブスクサービスを初めてしまったので。しばらくそちらで様子をみて戻ってくるかもしれません。ごめんなさい。頑張って下さい。(フルーツのサブスク),1,493.0,59.0
unknown,unknown,oneMonth,"いつも　似たようなパンで
少し　飽きてきました。
申し訳ありませんが　退会させていただきます。",1,178.0,38.0
unknown,unknown,twoMonths,口に合わなかった,1,18.0,41.0
unknown,unknown,oneMonth,体調を崩して色々な検査をした結果小麦アレルギーと診断されたため。,1,209.0,26.0
unknown,unknown,twoMonths,"家にあまり帰れなく食べきれず
退会いたします。",1,41.0,29.0
unknown,unknown,oneMonth,病気のため。美味しいパンをありがとうございました。,1,523.0,46.0
unknown,unknown,oneMonth,パンのサイズが小さい,1,30.0,41.0
unknown,unknown,oneMonth,"毎月の金額が高いので
",1,535.0,36.0
unknown,unknown,twoMonths,なかなか消費しないため。,1,122.0,36.0
unknown,unknown,twoMonths,"色々なパンを食べたかったです。美味しかったです。
一年経ったので、もういいかなと。
ありがとうございました。",1,380.0,33.0
unknown,unknown,oneMonth,冷凍パンでは物足りなさを感じていたので。,1,271.0,37.0
unknown,unknown,twoMonths,金額が少し高めのため。,1,858.0,51.0
unknown,unknown,twoMonths,"アンコが嫌いなのにアンパンとか、
苦手なパンが届くのが嫌だなと思った",1,40.0,40.0
unknown,unknown,twoMonths,あまりおいしいパンが来ないため,1,112.0,26.0
unknown,unknown,twoMonths,一旦パンをお休みしてほしいといわれたため,1,141.0,35.0
unknown,unknown,oneMonth,期待していたパンでなかった。,1,12.0,32.0
unknown,unknown,twoMonths,"すいませんが、自分の、好きなタイプのパンでは無かったので～
",1,31.0,47.0
unknown,unknown,oneMonth,近くに美味しいパン屋さんがあるので,1,55.0,33.0
unknown,unknown,oneMonth,内容に対して費用が高いと思ったから,1,45.0,32.0
unknown,unknown,oneMonth,好みのパンを食べたい,1,15.0,40.0
unknown,unknown,twoMonths,全国の美味しいパン屋さんに出会えるのは嬉しいが、価格が高いです。,1,55.0,42.0
unknown,unknown,oneMonth,好みと違ったから,1,40.0,24.0
unknown,unknown,oneMonth,送られて来たパンと定期便の料金が見合わないです。,1,24.0,33.0
unknown,unknown,twoMonths,思ったより甘いパンが多かったので,1,15.0,40.0
unknown,unknown,twoMonths,1,1,107.0,26.0
unknown,unknown,twoMonths,もう一度考えたい,1,2.0,26.0
unknown,unknown,oneMonth,"歯が弱くなり硬めのパンがあまりたべられなくなり美味しいのはわかってますが残念せざるをえなくなりました。いままでありがとうございました。
",1,161.0,70.0
unknown,unknown,twoMonths,続けて購入していくのは、金額的に難しいので退会を希望します。,1,19.0,41.0
unknown,unknown,oneMonth,"価格が高いです
",1,36.0,59.0
unknown,unknown,twoMonths,家族から料金が高いと言われたので退会させていただきます。,1,3.0,47.0
unknown,unknown,twoMonths,"届いたパンは大満足でした。
ですが、続けるには値段が高いと思いました。",1,10.0,36.0
unknown,unknown,twoMonths,食べきれず、食べ時を逃してしまうから。,1,188.0,56.0
unknown,unknown,twoMonths,値段に見合わない,1,13.0,41.0
unknown,unknown,twoMonths,継続するには我が家には高すぎる為。,1,233.0,31.0
unknown,unknown,oneMonth,食べる人が居なくなった。,1,138.0,64.0
unknown,unknown,twoMonths,"思ったより甘いパンが多いです
運賃もかかるので割高感があるので近くのパン屋さんで好きなパンを買った方がいいかなあと思いました
でも届いたパンはどれも美味しかったです",1,82.0,36.0
unknown,unknown,twoMonths,自分の好みのパンが届かないから。,1,310.0,50.0
unknown,unknown,twoMonths,色々な場所のパン屋さんから届けられるのは嬉しいですが少しお値段がはるので続けるのが難しい為。,1,15.0,26.0
unknown,unknown,oneMonth,家の都合,1,471.0,41.0
unknown,unknown,oneMonth,いろんなパンが届いて美味しかったですけど、やはり好みのパンじゃないのがあるので。,1,97.0,46.0
unknown,unknown,twoMonths,パンが冷凍庫に入りきらないため,1,17.0,39.0
unknown,unknown,twoMonths,クーポン利用の可否によるトラブル,1,30.0,26.0
unknown,unknown,oneMonth,費用対効果が低い！,1,242.0,33.0
unknown,unknown,twoMonths,"今回ご利用いただいたクーポンは、ポイントサイトとの併用ができない利用条件となっております。
そのため、クーポンによる割引がご利用いただけません。
↑このようなメールが来たため。少し継続も検討しましたがパン屋が決まらずいつ届くか不明のため。",1,19.0,26.0
unknown,unknown,twoMonths,パンの好みが偏ってるため,1,91.0,34.0
unknown,unknown,oneMonth,"他県の美味しいパンがいただけました。
カードの特典にて、会員になりましたもので、期間終了で、退会といたします。
本当おいしく、いただきました、
",1,70.0,33.0
unknown,unknown,oneMonth,食べにくいパンが多い。値段が少し高い,1,63.0,43.0
unknown,unknown,oneMonth,無料のクーポンがあったので試しに入会しましたが好みのパンの種類が少なかったので退会します。,1,15.0,41.0
unknown,unknown,oneMonth,パンを食べる機会が減った為,1,200.0,42.0
unknown,unknown,oneMonth,食べてみたい目新しいパンが無くなった　自分には美味しいと思えないものが多くなった,1,417.0,33.0
unknown,unknown,twoMonths,ダイエットをしていても、定期的にパンが届くと誘惑に負けて食べてしまうため。,1,225.0,30.0
unknown,unknown,twoMonths,やっぱり、焼きたてを食べたいから。,1,0.0,42.0
unknown,unknown,oneMonth,"・コスパが悪い
・なかなかリピートしたいパン屋さんに出会えない",1,122.0,69.0
unknown,unknown,oneMonth,料金が高いので、続けられない,1,137.0,33.0
unknown,unknown,twoMonths,1度体験してみたかった為,1,14.0,42.0
unknown,unknown,oneMonth,不景気の為,1,310.0,38.0
unknown,unknown,twoMonths,"コロナ禍では外に出られない間本当に楽しませてもらいました。ありがとうございました。
ゆっくりパンを食べる時間がなくなってしまい残念ですが退会いたします。またの機会によろしくお願いいたします。",1,1048.0,59.0
unknown,unknown,oneMonth,期待しすぎてしまい残念だった。それなりに美味しいが、好みではなく、取り寄せるほどでもなかった。,1,62.0,47.0
unknown,unknown,oneMonth,たくさん届いて収納に困ったので。,1,17.0,40.0
unknown,unknown,oneMonth,大好きなパンを食べられるのは嬉しいのですが、コストの見直しをしようと思います,1,69.0,71.0
unknown,unknown,oneMonth,"好みのパン屋さんになかなか出会えませんでした。
退会させていただきます。",1,164.0,33.0
unknown,unknown,twoMonths,物価高騰で家計が圧迫されているため,1,105.0,33.0
unknown,unknown,twoMonths,クーポンがないとちょっと高いので。注文再開しなさそうだと思いました。,1,203.0,36.0
unknown,unknown,twoWeeks,test,1,0.0,54.0
unknown,unknown,oneMonth,値段高いので継続しない,1,11.0,40.0
unknown,unknown,oneMonth,2回パンの旅、利用しましたが、解凍に問題があったと思いますが、じぶが期待したものと、ちがたから。申し訳ありませんが、大会させていただきます。もしわけありません。,1,62.0,58.0
unknown,unknown,oneMonth,クーポン使えませんでした,1,2.0,26.0
unknown,unknown,oneMonth,食パンとかもう少し大きいパンが有ればよかったです。値段も少しお高めなので残念ですが退会します,1,15.0,70.0
unknown,unknown,twoMonths,パンが固かった。,1,18.0,41.0
unknown,unknown,oneMonth,諸事情により。,1,2.0,26.0
unknown,unknown,twoMonths,近くに美味しいパン屋さんを見つけてしまったので。,1,19.0,26.0
unknown,unknown,twoMonths,割引とポイントサイト併用無効の為,1,3.0,26.0
unknown,unknown,twoMonths,誕生日プレゼントのクーポン利用で注文しました。今届き、早速食べました。年寄りには、とても、硬いです。それに、料金も、この量にしては、高い為、退会します,1,15.0,40.0
unknown,unknown,twoMonths,"運営の勝手な独断で出荷日をズラされて
ポイントサイトにもしっかり順応した対応がされない運営の基盤に魅力を感じない",1,29.0,26.0
unknown,unknown,oneMonth,いつでも買いに行けるようになったから,1,739.0,45.0
unknown,unknown,oneMonth,病気で食べれなくなってしまったので退会を希望します。,1,826.0,46.0
unknown,unknown,twoMonths,支払うのがきつくなった,1,18.0,26.0
unknown,unknown,oneMonth,パンが小さめで料金が高い,1,9.0,71.0
unknown,unknown,twoWeeks,"惣菜パンが少なかったため
",1,132.0,51.0
unknown,unknown,twoMonths,解凍するのが手間だったので,1,28.0,41.0
unknown,unknown,oneMonth,今まで届いた店、全てに定番の食パン、クロワッサンが必ず入っており、あまり代わり映えしない。また、いまいち好みのパンがなかった為、今後も期待出来ないと思い、退会することにしました。,1,101.0,56.0
unknown,unknown,oneMonth,"続けられません。
",1,20.0,41.0
unknown,unknown,twoMonths,健康上の理由でパンを食べられなくなった,1,416.0,34.0
unknown,unknown,oneMonth,"たくさん色々な種類のパンが食べる事ができて届くのが毎回楽しみでどこも美味しかったです！
子供たちのパン食べるのが減ったため。",1,361.0,34.0
unknown,unknown,twoMonths,美味しいのですが、お値段が高いと感じました。送料込みでの値段だったら良かったなと思います。,1,15.0,36.0
unknown,unknown,oneMonth,今回auのクーポンで無料だったので毎月3000円は経済的に厳しい,1,15.0,42.0
unknown,unknown,twoMonths,登録内容を間違えてしまったので　再登録したいと思います。,1,0.0,46.0
unknown,unknown,twoMonths,話と違います,1,2.0,26.0
unknown,unknown,twoMonths,条件変更のため,1,2.0,26.0
unknown,unknown,oneMonth,"県外のパン屋さんが多い為違う商品を購入する機会があれば…と思いました。
パンはどれも美味しくいただきました。",1,88.0,41.0
unknown,unknown,oneMonth,500円分のポイントを貰うため,1,36.0,26.0
unknown,unknown,twoMonths,お試しで利用したので,1,24.0,36.0
unknown,unknown,oneMonth,やっぱり出来立ての方が良い,1,14.0,36.0
unknown,unknown,oneMonth,"体調不良の為、長期不在になりますので
退会いたします。よろしくお願いします。",1,4.0,33.0
unknown,unknown,oneMonth,体調が伴わない為。,1,104.0,46.0
unknown,unknown,twoMonths,ふざけた対応の会社だから,1,30.0,26.0
unknown,unknown,oneMonth,近くにパン屋さんが多いところに引っ越すため,1,43.0,33.0
unknown,unknown,twoMonths,"甘くてフワフワのパンが好みですが、食事系のパンしか届かなかったから。
せめて好みの傾向を聞いて、パン屋さんを決めて欲しかった。",1,27.0,41.0
unknown,unknown,twoMonths,高価なパンなので。,1,12.0,37.0
unknown,unknown,twoMonths,クーポン併用不可の連絡がありましたので退会します。,1,9.0,26.0
unknown,unknown,twoMonths,"ポイントサイト経由でクーポン併用ができないため。
個人情報だけ抜き取る悪質運営が信用できないから！",1,30.0,26.0
unknown,unknown,oneMonth,最初から1年間利用の予定だったので,1,362.0,37.0
unknown,unknown,oneMonth,冷凍パンは好みではなかった,1,174.0,61.0
unknown,unknown,oneMonth,"お値段的に、続きません。
申し訳ありませんが、退会します。
美味しかったのですが、残念です。
宜しくお願いします。
",1,37.0,33.0
unknown,unknown,twoMonths,届くのに時間がかかっているため,1,39.0,26.0
unknown,unknown,twoMonths,ドクターストップのため,1,161.0,27.0
unknown,unknown,twoMonths,わざわざ冷凍で送ってもらわなくても近くに美味しいパン屋は沢山あると気がついたので。,1,87.0,26.0
unknown,unknown,twoMonths,間違えて登録してしまったため。,1,2.0,26.0
unknown,unknown,twoMonths,利用する機会がなくなったから,1,71.0,32.0
unknown,unknown,twoMonths,あまり魅力的なパン屋に出会えなかった。,1,279.0,49.0
unknown,unknown,twoWeeks,主人が病気のためたべれなくなっちゃいました。残念です,1,533.0,59.0
unknown,unknown,oneMonth,"好みではないパンが届く
受取予定指定日がほぼ平日で困難",1,211.0,62.0
unknown,unknown,oneMonth,"配達されるパンの種類に惣菜パンが少なく
味も期待していたより普通だった",1,103.0,33.0
unknown,unknown,oneMonth,転職のため収入が著しく減少した。,1,92.0,54.0
unknown,unknown,twoMonths,お店がなかなか決定しない,1,30.0,26.0
unknown,unknown,twoMonths,"主人がベーグルを嫌いな為、「だから、何が届くのかわからないのはダメなんだ」と怒られ、
申し訳ないのですが、退会させて頂きたいです。",1,11.0,62.0
unknown,unknown,twoMonths,体調がすぐれずせっかくのパンも美味しく頂けないので退会させて頂きます。,1,30.0,46.0
unknown,unknown,twoMonths,長く続けたので、そろそろ退会したいと思います,1,692.0,62.0
unknown,unknown,oneMonth,クーポン併用不可能となったから。,1,2.0,26.0
unknown,unknown,twoMonths,"初めての便でパンが不足していて、楽しみにしていた分がっかりしてしまったため。また、味に違和感があったため。

不足については、カスタマーサポートの対応は丁寧で迅速でした。ただ、不足していたパンだけ後日送られてきたのでくが、パンと梱包材だけ入っていて特にメッセージがあるわけでもなく、なんとなくもやっとしてしまいました。不足していると思ってもいなかったので、不足していたことがわかる写真を撮っていればよかったのかなとは思いますが、パン屋との出会いを楽しむをコンセプトにされていて、それも値段のうちに入っていると思うので、今回の体験は値段に見合ってないように感じてしまいました。

パン自体の味についてですが、酸味がかなり強くて、もともとそういう味なのかもしれませんが、パンの説明書きにはそのようなことは記載はなく、他のお店で冷凍パンを購入したときにはこのようには感じなかったので、鮮度等大丈夫なのか？と思ってしまいました。

パンのサブスク自体には興味があり、今回のお店がたまたま合わなかっただけな気もするので、また機会があれば利用してみたいと思います。",1,45.0,47.0
unknown,unknown,twoMonths,"美味しいパンを送ってくれるのは嬉しいけど、少し高いような気がして。

",1,101.0,40.0
